run_id,loop,estimator,T,time,estimation_error_norm
33e0cf8b (Q1),1,EKF,30.0,0.47,0.297588
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.47,0.297740
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.47,0.297755
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.47,0.296937
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.47,0.296937
33e0cf8b (Q1),1,EKF,30.0,0.48,0.296269
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.48,0.296427
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.48,0.296419
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.48,0.294755
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.48,0.294755
33e0cf8b (Q1),1,EKF,30.0,0.49,0.299794
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.49,0.300016
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.49,0.300425
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.49,0.297387
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.49,0.297387
33e0cf8b (Q1),1,EKF,30.0,0.50,0.305244
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.50,0.305543
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.50,0.306305
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.50,0.301957
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.50,0.301957
33e0cf8b (Q1),1,EKF,30.0,0.51,0.312733
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.51,0.313164
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.51,0.313809
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.51,0.308426
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.51,0.308413
